개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3000000,2.0263E+17,CCTV지주(방범251),평창12길 8-15,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 평창12길 8-15,서울특별시 종로구,02-2148-1776,37.6067388,126.9682285,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,CCTV지주(방범53),평창30길 31,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 평창30길 31,서울특별시 종로구,02-2148-1776,37.612577,126.9749372,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,CCTV지주(방범60),평창길 329,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 평창길 329,서울특별시 종로구,02-2148-1776,37.6134668,126.9780526,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,참샘골어린이공원,평창동 470,서울특별시,종로구,편의시설,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,서울특별시 종로구 평창동 470,,서울특별시 종로구,02-2148-1776,37.6150967,126.9746636,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,새마을어린이공원,평창동 327-7,서울특별시,종로구,편의시설,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,서울특별시 종로구 평창동 327-7,,서울특별시 종로구,02-2148-1776,37.6056487,126.9650954,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,CCTV지주(방범348),평창길 38,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 평창길 38,서울특별시 종로구,02-2148-1776,37.6071011,126.9622255,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,CCTV지주(방범64),평창4길 38,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 평창4길 38,서울특별시 종로구,02-2148-1776,37.6111185,126.9626957,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,CCTV지주(방범252),비봉길 15,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 비봉길 15,서울특별시 종로구,02-2148-1776,37.6100258,126.9564437,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,전주풍남학사앞,비봉길 48,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202001,,서울특별시 종로구 비봉길 48,서울특별시 종로구,02-2148-1776,37.6129441,126.9558696,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,종로56가경로당,종로58가길 19,서울특별시,종로구,서민·복지시설,서울특별시 종로구,"SEOUL, SEOUL_Secure",201901,,서울특별시 종로구 종로58가길 19,서울특별시 종로구,02-2148-1776,37.5726693,127.0171244,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,창신초등학교앞,지봉로 70,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",201901,,서울특별시 종로구 지봉로 70,서울특별시 종로구,02-2148-1776,37.5761596,127.0156812,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,창신역4번출구,지봉로 102,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",201901,,서울특별시 종로구 지봉로 102,서울특별시 종로구,02-2148-1776,37.5792463,127.0154772,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,가회경로당,북촌로 35,서울특별시,종로구,서민·복지시설,서울특별시 종로구,"SEOUL, SEOUL_Secure",201901,,서울특별시 종로구 북촌로 35,서울특별시 종로구,02-2148-1776,37.5800677,126.9848075,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,낙산성곽길,낙산성곽동길 18-1,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",201901,,서울특별시 종로구 낙산성곽동길 18-1,서울특별시 종로구,02-2148-1776,37.5741605,127.0092522,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,북촌,북촌로5길 48,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 북촌로5길 48,서울특별시 종로구,02-2148-1776,37.58098,126.98283,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,북촌,북촌로5길 48,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 북촌로5길 48,서울특별시 종로구,02-2148-1776,37.58142,126.9825,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,북촌,계동길 68,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 계동길 68,서울특별시 종로구,02-2148-1776,37.58042,126.98674,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,북촌,북촌로4길 7,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 북촌로4길 7,서울특별시 종로구,02-2148-1776,37.57917,126.98542,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,창신골목시장(2),종로51나길 2,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 종로51나길 2,서울특별시 종로구,02-2148-1776,37.5725,127.01218,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,충신시장,김상옥로 71,서울특별시,종로구,기타,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 김상옥로 71,서울특별시 종로구,02-2148-1776,37.57365,127.0057,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
3000000,2.0263E+17,청운경로당,필운대로 86,서울특별시,종로구,서민·복지시설,서울특별시 종로구,"SEOUL, SEOUL_Secure",202301,,서울특별시 종로구 필운대로 86,서울특별시 종로구,02-2148-1776,37.58349,126.9674,2026-01-01,,2026-05-19 22:58,2026-05-18 11:00
